"Concat (VV Vendor,UPC)",Preferred,Preferred (1),Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,THC Mg per unit,Department,Category,Sub Category,Size,Units/Case,Deal Description,Case 1 (Retail),Deepest Invoice (Market),Top Ten Invoice Cost,Free Case Value,Buy Qty,Free Qty,Freight,Net Case,Net/Unit,Discount To Market,Retail,Club,GM%,Avg Retail,Avg Club,Avg Sale,Total Wine,Sales Ranking,Competitor Pricing,Concatenate NS Vendor Name,Distributor (1),CR Vendor Name,Category (for markup),Markup %,Invoice Price,Invoice Price Check against CR,REMOVE?,Supplier Supported Tasting Item (1),Distributor (2),Supplier (1),Item Number (1),Product UPC (1),Product Description (1),Department (1),Size (1),Units/Case (1),Deal Description (1),Buy Months (if appl.),Case 1 (Retail) (1),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value (1),Buy Qty (1),Free Qty (1),Freight (1),EO $,EO Cases,EO Period,EO Notes,EO Notes (1),New PV Function,September,October
Bellboy Corporation860006677671,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912095,860006677671,Minny Grown BlueBeary 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,48,Alot More - Varies ,Bellboy Corporation860006677671,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850063284608,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912305,850063284608,Minny Grown Caramel Apple Alien Abduction Yummy Gummy Bar 50mg THC,50,THC,Edibles,,,12,$200 order qty per store,108,92.57,72,,,,,72,6,0.2222102192935076,10.99,8.96,0.3303571428571429,17.49,14.96,0,X,98,Alot More - Varies ,Bellboy Corporation850063284608,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850063284141,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912195,850063284141,Minny Grown CBC Watermelon Kiwi 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,,,Alot More - Varies ,Bellboy Corporation850063284141,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009899384,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912175,860009899384,Minny Grown CBD Chillbeary 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,,,Alot More - Varies ,Bellboy Corporation860009899384,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850063284134,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912205,850063284134,Minny Grown CBG Pink Lemonade 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,,,Alot More - Varies ,Bellboy Corporation850063284134,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850063284127,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912185,850063284127,Minny Grown CBN Rainbow Sherbert 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,,,Alot More - Varies ,Bellboy Corporation850063284127,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860010532591,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912015,860010532591,Minny Grown Highbernate 2.0 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,6,Alot More - Varies ,Bellboy Corporation860010532591,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850063284615,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912295,850063284615,Minny Grown Highbernate 2.0 Yummy Gummy Bar 50mg THC,50,THC,Edibles,,,12,$200 order qty per store,108,92.57,72,,,,,72,6,0.2222102192935076,10.99,8.96,0.3303571428571429,13.79,11.96,0,,,Alot More - Varies ,Bellboy Corporation850063284615,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009438040,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912145,860009438040,Minny Grown Highbernate 5mg THC 10 Pack,5,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,25,Alot More - Varies ,Bellboy Corporation860009438040,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860010316467,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912285,860010316467,Minny Grown Highbernate Yummy Gummy Bar 50mg THC,50,THC,Edibles,,,12,$200 order qty per store,108,92.57,72,,,,,72,6,0.2222102192935076,10.99,8.96,0.3303571428571429,13.79,11.96,0,,,Alot More - Varies ,Bellboy Corporation860010316467,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009899346,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9911032,860009899346,Minny Grown Lemon Drop-let's 4pk 12oz can,,THC,Beverages,,4pk 12oz can,6,$200 order qty per store,82,74.54,66,,,,,66,11,0.114569358733566,19.99,16.96,0.35141509433962265,19.99,16.96,0,19.99,17,Alot More - Varies ,Bellboy Corporation860009899346,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009438057,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912055,860009438057,Minny Grown Mango 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,72,Alot More - Varies ,Bellboy Corporation860009438057,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009899339,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9911042,860009899339,Minny Grown Minnarita 4pk 12oz can,,THC,Beverages,,4pk 12oz can,6,$200 order qty per store,82,74.54,66,,,,,66,11,0.114569358733566,19.99,16.96,0.35141509433962265,19.99,16.96,0,19.99,26,Alot More - Varies ,Bellboy Corporation860009899339,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009438088,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912105,860009438088,Minny Grown Minny Apple 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,42,Alot More - Varies ,Bellboy Corporation860009438088,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860006677695,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912065,860006677695,Minny Grown Peach 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,54,Alot More - Varies ,Bellboy Corporation860006677695,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009899308,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9911052,860009899308,Minny Grown Sex on the Sandbar 4pk 12oz can,,THC,Beverages,,4pk 12oz can,6,$200 order qty per store,82,74.54,66,,,,,66,11,0.114569358733566,19.99,16.96,0.35141509433962265,19.99,16.96,0,19.99,100,Alot More - Varies ,Bellboy Corporation860009899308,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860009899360,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912025,860009899360,Minny Grown St. Croix Sunrise 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,13,Alot More - Varies ,Bellboy Corporation860009899360,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860010316481,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912265,860010316481,Minny Grown St. Croix Sunrise Yummy Gummy Bar 50mg THC,50,THC,Edibles,,,12,$200 order qty per store,108,92.57,72,,,,,72,6,0.2222102192935076,10.99,8.96,0.3303571428571429,13.79,11.96,0,X,129,Alot More - Varies ,Bellboy Corporation860010316481,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation860006677664,Bellboy Corporation,Yes,Yes,Bellboy Corporation,Minny Grown,9912075,860006677664,Minny Grown Watermelon 10 Pack,,THC,Edibles,,,12,$200 order qty per store,140,120,96,,,,,96,8,0.19999999999999996,13.99,11.96,0.33110367892976594,17.49,11.96,0,X,51,Alot More - Varies ,Bellboy Corporation860006677664,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modist Brewing Company810095561689,Modist Brewing Company,Yes,,Modist Brewing Company,Modist Brewing Company,MLTCT6412,810095561689,Modist Calamansi Tangerine THC 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Direct Ship to Blaine 50cs mix,,68.75,55,,3,,,55,9.166666666666666,0.19999999999999996,16.99,13.96,0.34336198662846235,0,0,0,,,,Modist Brewing Company810095561689,Modist Brewing Company,Modist Brewing Company,Beverages,0.5,55,64.02, , ,Modist Brewing Company,Modist Brewing Company,MLTCT6412,810095561689,Modist Melt Calamansi Tangerine THC 10mg 4pk 12oz can, ,THC,Beverages, ,4pk 12oz can,6,"Deep deal pricing at case one, 3 case minium for delivery ",78.45, ,64.6, ,3, , ,64.6,10.766666666666666,,,,
Modist Brewing Company810095561672,Modist Brewing Company,Yes,,Modist Brewing Company,Modist Brewing Company,MLTBO6412,810095561672,Modist Melt Blood Orange Raspberry THC 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Direct Ship to Blaine 50cs mix,78.45,68.75,55,,3,,,55,9.166666666666666,0.19999999999999996,16.99,13.96,0.34336198662846235,15.99,13.96,0,,,20 case mix and match pulse pricing during select months at the same price.,Modist Brewing Company810095561672,Modist Brewing Company,Modist Brewing Company,Beverages,0.5,55,64.30019999999999, , ,Modist Brewing Company,Modist Brewing Company,MLTBO6412,810095561672,Modist Melt Blood Orange Raspberry THC 10mg 4pk 12oz can, ,THC,Beverages, ,4pk 12oz can,6,"Deep deal pricing at case one, 3 case minium for delivery ",78.45, ,64.6, ,3, , ,64.6,10.766666666666666,switching over to 4pk 12oz cans ,,,
Modist Brewing Company810095561795,Modist Brewing Company,Yes,,Modist Brewing Company,Modist Brewing Company,MLCA6412,810095561795,Modist Melt Cran Apple THC 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Direct Ship to Blaine 50cs mix,,68.75,55,,3,,,55,9.166666666666666,0.19999999999999996,16.99,13.96,0.34336198662846235,15.99,13.96,0,,,,Modist Brewing Company810095561795,Modist Brewing Company,Modist Brewing Company,Beverages,0.5,55,64.30019999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modist Brewing Company810095561665,Modist Brewing Company,Yes,,Modist Brewing Company,Modist Brewing Company,MLTGL4612,810095561665,Modist Melt Ginger Lemon Lime THC 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Direct Ship to Blaine 50cs mix,,68.75,55,,3,,,55,9.166666666666666,0.19999999999999996,16.99,13.96,0.34336198662846235,15.99,13.96,0,,,,Modist Brewing Company810095561665,Modist Brewing Company,Modist Brewing Company,Beverages,0.5,55,55.00020000000001, , ,Modist Brewing Company,Modist Brewing Company,MLTGL6412,810095561665,Modist Melt Ginger Lemon Lime THC 10mg 4pk 12oz can , ,THC,Beverages, ,4pk 12oz can,6,"Deep deal pricing at case one, 3 case minium for delivery ",78.45, ,64.6, ,3, , ,64.6,10.766666666666666,,,,
Modist Brewing Company810095561764,Modist Brewing Company,Yes,,Modist Brewing Company,Modist Brewing Company,MHB21212,810095561764,Modist Melt Hot Box THC 10mg Variety 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,Direct Ship to Blaine 100cs Buy,,55,44,,3,,,44,22,0.19999999999999996,40.99,33.96,0.35217903415783275,40.99,33.96,0,,,,Modist Brewing Company810095561764,Modist Brewing Company,Modist Brewing Company,Beverages,0.5,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modist Brewing Company810095561528,Modist Brewing Company,Yes,,Modist Brewing Company,Modist Brewing Company,POPGS6412,810095561528,Modist Melt Pop  Sangria Ginger Ale 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Direct Ship to Blaine 50cs mix,78.45,68.75,55,,3,,,55,9.166666666666666,0.19999999999999996,16.99,13.96,0.34336198662846235,15.99,13.96,0,,,,Modist Brewing Company810095561528,Modist Brewing Company,Modist Brewing Company,Beverages,0.5,55,55.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,"Core Melt  Pops, Nothing changing ",,,
Modist Brewing Company810095561535,Modist Brewing Company,Yes,,Modist Brewing Company,Modist Brewing Company,POPCP6412,810095561535,Modist Melt Pop Citrus Punch 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Direct Ship to Blaine 50cs mix,78.45,68.75,55,,3,,,55,9.166666666666666,0.19999999999999996,16.99,13.96,0.34336198662846235,15.99,13.96,0,,,,Modist Brewing Company810095561535,Modist Brewing Company,Modist Brewing Company,Beverages,0.5,55,55.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,"Core Melt  Pops, Nothing changing ",,,
NOR North Brands LLC860011622017,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HTBL,860011622017,North Canna High Tonics Berry Lemonade 10mg THC,10,THC,Beverages,,4pk 12oz can,6,,,,58,,,,,58,9.666666666666666,,17.99,14.96,0.3538324420677363,16.99,14.96,0,13.99,85,,NOR North Brands LLC860011622017,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,58,58.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860011319016,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HTBOM,860011319016,North Canna High Tonics Blood Orange Mango 10mg THC,10,THC,Beverages,,4pk 12oz can,6,,,,58,,,,,58,9.666666666666666,,17.99,14.96,0.3538324420677363,16.99,14.96,0,17.99,122,,NOR North Brands LLC860011319016,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,58,58.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860011319009,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HTPPL,860011319009,North Canna High Tonics Prickly Pear Lime 10mg THC,10,THC,Beverages,,4pk 12oz can,6,,,,58,,,,,58,9.666666666666666,,17.99,14.96,0.3538324420677363,16.99,14.96,0,,,,NOR North Brands LLC860011319009,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,58,58.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860011319023,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HTSM,860011319023,North Canna High Tonics Strawberry Melon 10mg THC,10,THC,Beverages,,4pk 12oz can,6,,,,58,,,,,58,9.666666666666666,,17.99,14.96,0.3538324420677363,16.99,14.96,0,17.99,120,,NOR North Brands LLC860011319023,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,58,58.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860011622031,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HTVP,860011622031,North Canna High Tonics Variety Pack 10mg THC,10,THC,Beverages,,8pk 12oz can,3,,,,50,,,,,50,16.666666666666668,,30.99,25.96,0.3579866461222393,30.99,23.96,0,27.99,68,,NOR North Brands LLC860011622031,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,50,50.000099999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860011319047,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HVAP,860011319047,North Canna Higher Vibes Adventure Pack 5mg THC,5,THC,Beverages,,8pk 12oz can,3,,,,45,,,,,45,15,,27.99,22.96,0.3466898954703833,26.99,22.96,0,27.99,127,,NOR North Brands LLC860011319047,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860009819016,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HVBM,860009819016,North Canna Higher Vibes Blackberry Mango 5mg THC,5,THC,Beverages,,4pk 12oz can,6,,,,48,,,,,48,8,,13.99,11.96,0.33110367892976594,13.99,11.96,0,,,,NOR North Brands LLC860009819016,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860009819009,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HVBC,860009819009,North Canna Higher Vibes Blueberry Citrus 5mg THC,5,THC,Beverages,,4pk 12oz can,6,,,,48,,,,,48,8,,13.99,11.96,0.33110367892976594,13.99,11.96,0,,,,NOR North Brands LLC860009819009,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860009819023,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HVPO,860009819023,North Canna Higher Vibes Pineapple Orange 5mg THC,5,THC,Beverages,,4pk 12oz can,6,,,,48,,,,,48,8,,13.99,11.96,0.33110367892976594,13.99,11.96,0,,,,NOR North Brands LLC860009819023,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR North Brands LLC860002977232,NOR North Brands LLC,Yes,,NOR North Brands LLC,North Canna,HVRL,860002977232,North Canna Higher Vibes Raspberry Lemon 5mg THC,5,THC,Beverages,,4pk 12oz can,6,,,,48,,,,,48,8,,13.99,11.96,0.33110367892976594,13.99,11.96,0,,,,NOR North Brands LLC860002977232,NOR North Brands LLC,NOR North Brands LLC,Beverages,0.5,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696491367,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696491367,649696491367,Nothing But Hemp Agent Orange 10mg 5 Pack,10mg,THC,Edibles,,5 Pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,,,50.99,Nothing But Hemp LLC649696491367,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696489111,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696489111,649696489111,Nothing But Hemp Blue Dream 10mg 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,X,60,52.99,Nothing But Hemp LLC649696489111,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696105578,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696105578,649696105578,Nothing But Hemp Gelato 10mg 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,X,118,54.99,Nothing But Hemp LLC649696105578,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696010834,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696010834,649696010834,Nothing But Hemp Grand Daddy 10mg 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,X,132,55.99,Nothing But Hemp LLC649696010834,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696422354,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696422354,649696422354,Nothing But Hemp Maui Wowie 10mg THC 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,X,117,56.99,Nothing But Hemp LLC649696422354,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696494580,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696494580,649696494580,Nothing But Hemp Mimosa 10mg 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,,,57.99,Nothing But Hemp LLC649696494580,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696478313,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696478313,649696478313,Nothing But Hemp Minnesnowta 10mg 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,23.99,19.96,11.86,,,58.99,Nothing But Hemp LLC649696478313,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696029430,Nothing But Hemp LLC,Yes,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696029430,649696029430,Nothing But Hemp Runtz 10mg 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,X,94,59.99,Nothing But Hemp LLC649696029430,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696418623,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696418623,649696418623,Nothing But Hemp Strawberry Cough 10mg THC 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,23.99,19.96,11.86,,,60.99,Nothing But Hemp LLC649696418623,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696009913,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,649696009913,649696009913,Nothing But Hemp Viking Ganja 10mg 5 Pack,10mg,THC,Edibles,,5 pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,X,106,61.99,Nothing But Hemp LLC649696009913,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC0420001,Logan Fleischman,,,Nothing But Hemp LLC,Nothing But Hemp LLC,0420001,0420001,Nothing But Hemp Zkittles 10mg THC 5 Pack,10mg,THC,Edibles,,5 Pack,24,,360,288,84,,,,,84,3.5,0.7083333333333333,17.99,14.96,0.7660427807486632,17.49,14.96,0,,,63.99,Nothing But Hemp LLC0420001,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850079194021,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850079194021,850079194021,Odder Berry Pineapple 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Orders,,40,40,,,,,40,6.666666666666667,0,12.99,10.96,0.39172749391727496,11.49,10.96,0,,,,Wild State Cider850079194021,Wild State Cider,Wild State Cider,Beverages,0.5,40,40.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947985,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850018947985,850018947985,Odder Lemon Lime Cherry 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Orders,,40,40,,,,,40,6.666666666666667,0,12.99,10.96,0.39172749391727496,11.49,10.96,0,,,,Wild State Cider850018947985,Wild State Cider,Wild State Cider,Beverages,0.5,40,40.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850079194007,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850079194007,850079194007,Odder Mango Guava 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Orders,,40,40,,,,,40,6.666666666666667,0,12.99,10.96,0.39172749391727496,11.49,10.96,0,,,,Wild State Cider850079194007,Wild State Cider,Wild State Cider,Beverages,0.5,40,40.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850079194045,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850079194045,850079194045,Odder Variety Pack 10mg THC 9pk 12oz can,10,THC,Beverages,,9pk 12oz can,2,Pallet Orders,,28,28,,,,,28,14,0,24.99,20.96,0.33206106870229013,22.99,20.96,0,,,,Wild State Cider850079194045,Wild State Cider,Wild State Cider,Beverages,0.5,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai199284574168,Get Chai,Yes,,Get Chai,OFFFIELD,199284574168,199284574168,OFFFIELD Dragon Fruit Lemonade 10mg THC 12oz can,10,THC,Beverages,,12oz can,24,,,,75.47,,,,,75.47,3.1445833333333333,,5.99,4.96,0.3660114247311828,6.99,5.46,0,,,Alot More - Varies ,Get Chai199284574168,Get Chai,Get Chai,Beverages,0.5,75.47,75.4704,,,,,,,,,,,,,,,,,,,,,,,,,,,
